,x,y
0,12.330229471416285,1.3684583998326574
1,20.676211498327774,2.388581714404766
2,27.71425986295247,3.1287034299123944
3,37.33223571542186,4.111776114447881
4,46.801166963081485,4.909811214691826
5,54.44564491654905,5.608910314736461
6,65.5214125145631,7.423246570117406
7,70.9194235552451,7.984690308633332
8,79.02156606766704,8.826860648040977
9,83.14988426630627,9.187160773978635
10,93.9831937001791,9.988087058022561
11,99.26871971355644,10.801406685561538
12,106.70655348729386,12.089330256137472
13,117.83551143061669,15.012588642647493
14,127.5734470723722,17.580028093506016
15,134.55679659512006,19.220087011443553
16,138.6846636438479,19.841724241699445
17,150.03687550294552,23.004133420616867
18,155.08850030174295,24.048379268735196
19,160.05437216785313,25.03246957699574
20,169.89193244270774,27.311220372645156
21,181.34513943522188,29.534724274175936
22,186.94923709940468,30.149411346879752
23,197.70027636349405,30.82623569907173
24,203.39868211101276,31.77046698631108
25,212.16063981377062,33.183362450457025
26,217.91599362363263,34.08498012801156
27,224.47510228457304,35.075962334142126
28,229.19484170920362,35.52878247646027
29,238.21224770553795,36.52341074345119
30,245.1034796105411,37.402686546884766
31,252.60336679133607,38.580021251278815
32,260.0440543061562,39.99153164097047
33,270.907338953196,42.226851543905305
34,279.97455184262475,43.79063520868066
35,291.29458570501725,47.50470665170553
36,295.84717021230875,49.30699795104959
37,301.7733764740141,51.93462618839715
38,311.39223178613105,57.1725232120012
39,316.56355248567206,60.48039613199435
40,324.1707244264683,65.64141435680192
41,327.4356506473524,68.02780141561908
42,332.88986894869527,71.57829897325851
43,340.1757897199963,76.26770609953424
44,349.614958361301,81.20825789312443
45,357.9814034354947,85.43181083092195
46,365.7791796669702,89.3620871949656
47,372.1726301834299,92.4449697100128
48,379.39717511886744,95.82279025927814
49,387.4005949510592,99.54463768311898
50,395.42824647881423,103.43864243953288
51,404.4747743000708,107.70999505572661
52,414.40900671567783,112.52238820112038
53,420.26790603868017,115.19157179965426
54,425.8448070700023,117.64603791144607
55,431.9108911027144,120.77206979260134
56,436.9802535039663,124.04703568198661
57,441.36218042574126,127.0977709795206
58,447.5439181146929,131.18002113051142
59,452.9361133322676,135.0880305892902
60,456.97155836791467,138.20854022597308
61,460.9539134683614,141.87025272876545
62,466.3036018898027,146.25458236686282
63,470.59875030949524,149.59357611121143
64,479.8787534049911,155.6814281032719
65,483.8602020529553,158.70741122987155
66,487.44612687921807,160.85309171343025
67,493.1930686737295,164.37635725505194
68,497.80003241023235,166.92077053795137
69,501.32731120649714,169.4507707189237
70,507.0089290150236,173.34341383317374
71,516.3182505502509,180.169570432747
72,522.0479121949085,184.70329783381143
73,530.2076567916521,190.6583123763185
74,540.3936849716682,196.3052373389774
75,546.9580085708461,200.07922702490242
76,555.2227146173173,204.96482244232084
77,562.0382583605312,209.09051320462316
78,567.4164251491618,212.75422569646713
79,575.3803568869039,219.14456063820236
80,584.1523788561684,225.83307301795324
81,591.2832076426345,231.32530365249244
82,598.4831969955204,236.9470098206693
83,602.199407924372,239.52248212953444
84,610.294552102315,245.95499954382026
85,616.5246054383164,250.97773087607743
86,623.4710881040783,256.5702494925171
87,631.9210388162771,264.5583968630842
88,638.091487355232,270.39980143059927
89,643.8511222264217,275.87712204645356
90,649.1605696446657,280.8911019851401
91,656.216800323993,288.9283944035716
92,661.7212896330386,295.2015014518235
93,667.1994875313906,301.4581546459736
94,671.6170446973953,306.09871035025
95,678.8172404817363,313.99964377131425
96,685.4649865333472,321.3726891117827
97,690.9246048432581,327.332553003804
98,695.8142040248466,332.0030993611726
99,700.6085231419183,336.12474515560245
