,x,y
0,5.671973118744359,-0.39069221451581754
1,10.717113686045042,-1.4105755252675725
2,15.245650282043009,-2.653547195023547
3,22.87058668956231,-4.668273270254999
4,33.341179000272895,-7.029206792972568
5,38.827038745001595,-8.608236080645758
6,45.41180511576626,-10.883019173161022
7,56.433765726125515,-13.275199236061823
8,65.42026263056823,-15.022000146225494
9,69.75002761372188,-15.514587536098464
10,81.29118771055464,-18.60473297279937
11,86.01836855014925,-19.147286776222472
12,95.36179387321901,-20.508733003472226
13,103.51004674374964,-21.69435395297099
14,110.95614683293874,-22.593218944298272
15,120.25343175384957,-23.610341056232194
16,131.1120589620769,-24.733288463906742
17,140.16597174694655,-25.945554440662352
18,150.01510918836686,-27.441219094615644
19,159.57498601866675,-29.341115429720958
20,168.9877082264102,-31.026157714339153
21,176.8661204784966,-32.5177947813499
22,187.02394176872878,-34.490090093800404
23,193.32128594258725,-35.39262444850769
24,198.8303640304474,-35.6771880772247
25,204.96318469829288,-36.12299240603452
26,214.94484918161015,-36.751948892123345
27,225.53881206604183,-38.490396268801106
28,231.31824773653832,-39.26703722340296
29,236.3279342448969,-39.98607970861922
30,241.9926444740286,-41.30699611087799
31,251.22789692649314,-43.8234577120104
32,260.7991642041704,-47.12321331405363
33,268.7514798435588,-49.84735223210255
34,278.72407282021965,-54.388341937039876
35,286.3650845924299,-57.87979750649601
36,295.41638432265,-61.66136828283551
37,300.8370810064978,-63.62968188937043
38,309.86265540428434,-66.44730556433045
39,314.6621444860356,-68.42740215883076
40,325.36867879946305,-72.83027032401148
41,334.9200659270819,-76.68059370110741
42,340.33700400869435,-79.02536784726644
43,345.08994232882026,-81.4894133028954
44,354.0151998893052,-86.89183549698375
45,360.20684883620066,-90.83632609061227
46,366.4007177031421,-95.03378571763308
47,373.61774477910126,-99.96305863701826
48,378.3858404041156,-103.12066541026748
49,382.7021018336945,-105.56105315298828
50,386.68525409495277,-108.23202539647276
51,395.7955510686424,-113.68095370098584
52,402.48613838569975,-117.49995930996995
53,412.8185560319696,-122.70515913498977
54,421.1463632423209,-126.842283669242
55,426.9789512389588,-130.14057518081913
56,435.2997520928478,-134.5135333688113
57,443.9503263897248,-139.76958601541838
58,449.52038628966534,-143.4123204944401
59,457.31957948883695,-148.30452249529284
60,462.8776685226052,-152.18163713480996
61,472.04499386053067,-159.19037370631997
62,478.6787390068639,-164.26247372599332
63,483.7467198635473,-168.61750338296153
64,488.94950863331195,-173.13969409160308
65,497.67294386544705,-179.86973315658815
66,503.9233576127208,-184.46578369282486
67,510.3269405356367,-189.21259919516797
68,518.1282605070791,-195.35648667733406
69,524.8099814770238,-200.56679602340122
70,531.3169085082702,-205.65286606407625
71,539.0316612237311,-211.56704122094328
72,547.3651612477803,-217.28805767105885
73,555.3189355687185,-222.53934541636434
74,564.0293038295603,-228.61227923421677
75,569.5296041097645,-232.4868185530601
76,576.7821051450023,-237.69156768522956
77,583.8057681145148,-242.79467340152632
78,587.2332626256584,-245.79025544471915
79,593.2682669486508,-251.10959847373653
80,600.8255847798201,-258.18157564504327
81,607.3783191251824,-264.85514930193034
82,612.3303365712145,-269.6768524842653
83,620.4822311713378,-277.10950016808806
84,627.9873093169342,-283.31454789164394
85,634.819014424,-288.929630861652
86,638.0636341404729,-291.98540485252863
87,642.6517068757312,-295.98496934250545
88,645.8681143849518,-299.3414942437353
89,650.5769274081922,-303.99273413013145
90,654.8458574220832,-308.2536809199443
91,659.4143995947854,-312.45731338459836
92,662.7030526376072,-315.37040804667265
93,667.9512115901402,-320.0113532293488
94,671.2996656717734,-323.58721618888154
95,675.9901818613504,-329.04158162192715
96,679.4894794042801,-332.0404919818949
97,684.3031744944271,-336.44595289920613
98,689.1091245572859,-340.0423406345541
99,698.5197686206106,-346.99572953923354
