,x,y
0,5.690061276620986,-0.5337945684535279
1,12.22595556820562,-1.5049588028776368
2,18.123899879186688,-2.9314114236243274
3,26.194489243186634,-4.897974236475112
4,30.439984637688738,-6.481313193976914
5,35.06751676610341,-7.797896531537048
6,42.494296036426555,-10.019808602227275
7,51.686036750621845,-13.072192990156873
8,56.94545520462092,-15.00163282473341
9,66.05999327224738,-18.339333375452135
10,75.2715319259725,-21.186141135500616
11,82.36103452330805,-23.45698220718405
12,89.24946980132366,-25.689840962506896
13,94.53027878198137,-27.154326644834022
14,105.15864133012592,-29.89227791194776
15,111.37984059849941,-31.17504803489662
16,120.73525592044226,-32.86412704771692
17,125.10056795581215,-32.972159406398774
18,129.11732384896135,-32.62665162548168
19,136.48682451227833,-32.19246541582113
20,142.14227678688573,-32.02952432482843
21,151.48362333559814,-31.98892099989766
22,163.16453434896036,-31.106322402334875
23,174.0402702338671,-29.675518251847322
24,184.2675961314183,-28.17222663857887
25,195.60418260129268,-25.497477791625865
26,206.37788526873982,-22.85390389125968
27,215.71840557920873,-20.948992495367705
28,220.8360820507148,-19.42174036332186
29,226.967427119461,-17.733900066189673
30,237.07348112917515,-14.252933146961974
31,243.41197433493025,-11.977941176928347
32,249.60951348349477,-9.877911185544674
33,260.01858180897335,-6.91221883115774
34,267.42648951473393,-4.818750815599247
35,275.8236131381907,-2.384231562319155
36,286.260694084525,1.3414820820810722
37,291.2812432354255,2.6434273304613063
38,301.8010589114497,5.261241853245143
39,312.0756417160255,8.989167652205794
40,317.87743747021557,11.363918287739782
41,324.5859555866487,14.275780242680973
42,333.83485867886,18.77385934283265
43,343.16028408246945,23.539418674387562
44,348.58596061365336,26.299092654487925
45,353.934342024322,29.401540075113854
46,359.2915212030352,32.164016653923426
47,363.28458534796863,33.892409806644324
48,368.7008170120625,36.69717273070123
49,376.22982092036085,40.558397869161745
50,380.19326950559395,42.928204735651434
51,388.6347828028782,48.11388389272305
52,392.56625774812215,50.84988291017981
53,402.4019467278287,56.93041091718788
54,412.5492740833143,63.170571034997295
55,418.2790127863572,66.10971781347686
56,422.10476886232914,67.77095884294587
57,428.79349068055336,70.67075463937782
58,438.05442455821316,74.62278077004768
59,446.55952610896196,78.3020872032279
60,455.4532964196134,82.11879033235435
61,462.7629824549594,85.12141163514887
62,470.1328257259149,88.17780600293469
63,474.4177629116043,89.83071115753174
64,478.9679292498657,92.16602560446609
65,488.92939760000417,98.6564729120254
66,498.63214379739253,105.36504942927057
67,507.88206461700383,111.16120746044248
68,513.5943937289319,114.54496776607378
69,521.0370605727718,118.9428094362731
70,530.6255232826894,125.59839586811366
71,537.7608982359053,130.7341345198085
72,546.2557541367031,138.8794736762334
73,554.0099400068772,146.31992194946355
74,559.2016231321782,151.31069339852405
75,564.3718694984785,156.13237362767595
76,570.4258657131008,161.73792082703923
77,573.9133706713667,164.02066564039524
78,578.3462395773035,167.3675843450132
79,587.9868667664738,173.25780643369822
80,598.1734636878357,178.4921594016319
81,604.3265198690871,181.9367442091328
82,609.8899359407974,184.55897627393395
83,617.9004227990695,188.4529901576194
84,628.004061033935,193.0618685577629
85,637.271954282761,197.65180772460275
86,646.8160645533709,201.487634697427
87,656.0090556629548,205.5421666856418
88,660.6281769264377,208.23547072576878
89,667.4128542246593,212.24815088157533
90,673.8210887856853,215.72544808852928
91,678.5980264335651,217.76270055567517
92,682.1771413971632,219.8967979843815
93,690.8732963796693,224.92103491319847
94,698.3761599473701,229.18271333244178
95,703.959277315364,231.78124416388155
96,710.1470649179611,234.86004236044664
97,717.928521086872,238.73717117758048
98,722.8879627238647,241.6686561098531
99,728.9208017719769,244.82909714730948
